Sample,treatment,OTU_1,OTU_2,OTU_3,OTU_4,OTU_466,OTU_7,OTU_5,OTU_6,OTU_138,OTU_9,OTU_15,OTU_21,OTU_12,OTU_8,OTU_29,OTU_316,OTU_14,OTU_23,OTU_28,OTU_11,OTU_10,OTU_20,OTU_116,OTU_18,OTU_17,OTU_262,OTU_31,OTU_13,OTU_30,OTU_16,OTU_19,OTU_293,OTU_25,OTU_27,OTU_26,OTU_42,OTU_43,OTU_22,OTU_495,OTU_24,OTU_34,OTU_334,OTU_603,OTU_37,OTU_32,OTU_41,OTU_36,OTU_33,OTU_47,OTU_35,OTU_49,OTU_38,OTU_53,OTU_48,OTU_54,OTU_40,OTU_39,OTU_668,OTU_46,OTU_64,OTU_56,OTU_44,OTU_57,OTU_45,OTU_51,OTU_58,OTU_59,OTU_63,OTU_60,OTU_74,OTU_341,OTU_69,OTU_52,OTU_172,OTU_71,OTU_62,OTU_67,OTU_50,OTU_333,OTU_114,OTU_65,OTU_84,OTU_55,OTU_75,OTU_73,OTU_85,OTU_66,OTU_61,OTU_70,OTU_92,OTU_77,OTU_103,OTU_86,OTU_80,OTU_81,OTU_68,OTU_78,OTU_99,OTU_91,OTU_112,OTU_90,OTU_89,OTU_97,OTU_420,OTU_76,OTU_117,OTU_100,OTU_79,OTU_106,OTU_83,OTU_101,OTU_105,OTU_110,OTU_88,OTU_93,OTU_82,OTU_617,OTU_115,OTU_270,OTU_109,OTU_236,OTU_102,OTU_108,OTU_148,OTU_136,OTU_754,OTU_130,OTU_122,OTU_164,OTU_119,OTU_134,OTU_125,OTU_133,OTU_123,OTU_120,OTU_128,OTU_132,OTU_192,OTU_135,OTU_129,OTU_179,OTU_643,OTU_139,OTU_159,OTU_168,OTU_147,OTU_197,OTU_140,OTU_131,OTU_366,OTU_300,OTU_150,OTU_158,OTU_161,OTU_155,OTU_173,OTU_445,OTU_204,OTU_194,OTU_137,OTU_198,OTU_464,OTU_200,OTU_181,OTU_205,OTU_268,OTU_193,OTU_242,OTU_177,OTU_237,OTU_232,OTU_287,OTU_259,OTU_249,OTU_308,OTU_255,OTU_286,OTU_310,OTU_167,OTU_398,OTU_319,OTU_459,OTU_165
C54,LN,45.6315049,6.837029529,44.05588164,0.579314414,1.203406753,0,12.83167433,11.93051858,0.366619267,1.410504659,2.230500424,0.86757231,0,9.092717536,1.111052281,0.103548953,0,7.385559119,1.332143289,4.354653274,0,1.085864698,0,1.625998427,0,0,0,0.257473073,0.447779257,3.044898947,1.472074307,0,0,0.285459276,0,4.016020211,0.596106136,0,0,0,0,0.050375166,0.369417887,0,0,0,0,0,11.01816834,0,1.133441244,0,0,0,0.033583444,3.263191335,0,0,0,0,0.089555851,0,0,0,0,0,0,0.15392412,0,0.769620598,0.044777926,0,0,0,0,0,0,0.114743435,0,0,3.411518214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193104805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019590342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C55,L,24.50472873,2.59689677,72.43434663,2.04817395,0.193666878,3.638589825,0.085096052,25.5346844,0.29636901,0.522313701,24.10565759,2.843381887,20.84266413,23.77701077,0,0.093899092,20.50227992,3.521215959,1.631496728,3.691408064,0,2.136204349,0,0.55752586,3.148553937,0,0,0,0,3.031180072,3.333417775,0.029343466,5.610470762,0,0,4.67147984,0.340384209,0,0,0,0,0,0.161389065,7.435634368,0,0,0,0,4.254802618,0.337449863,1.543466329,0,4.263605658,0,0.064555626,0,0,0,0,0.589803673,0,0,0,0,0,0,0,0,0,0.798142284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.672577581,0,0,0.070424319,0,0,0,0,0,0,0.956597002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C56,LS,33.02372135,5.3087779,15.38764888,2.50605545,5.226804124,1.07346612,0,9.145931338,0.054649184,3.532679411,26.26283655,1.155439896,8.263737364,2.791011911,0,0.238114303,0,3.934741267,5.69132219,0.023421079,0,0.671404264,0,2.330397358,2.435792213,0,0,0,0.023421079,0,2.95105595,0,3.954258833,0,0.448904014,1.389650686,0.53087779,0,0,0,0.83925533,0.046842158,1.038334501,2.755880292,0,0,0,0,0,0,0.284956461,6.179261335,0,0,0,0,0.323991592,0,0,0.893904514,0,0,0,0,0,0,0,0,0,0.273245921,0,0,0,0.050745671,0,0,0,0,0.042938645,0.780702632,0,0,0,0,0,0,4.028425583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C57,L,42.16185587,10.2259783,36.6276637,0.158659434,0.827295622,0.018888028,0,0,0.68374661,0,15.60906625,3.063638125,0.026443239,12.20922123,0,0.056664084,0,17.07477722,3.305404882,0,0,0,0,2.746319256,0,0,0,0.404203797,0,6.418151879,0.755521116,0,0,0.192657885,0,0,0,0,0,0,0,0,0,0,0,0,1.692367299,0,0,0,0.139771406,0,0,0,0.052886478,0,0,0,0,0,0.188880279,0,0,0,0,0,0,0,0,0,0.026443239,0,0,0,0,0,0.381538164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101995351,0,0,0,0,0,0,0,0,0,0,0,0,0.060441689,0,0,0,0.702634638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C58,LS,57.7350238,3.765669444,36.28485871,3.596646703,2.032203656,21.94151027,0,18.50209402,1.43472792,4.036891983,4.882005689,7.747530767,3.128886094,15.75842255,0,0,1.147782336,17.49974986,9.99199554,0,0,0,0,8.191706808,8.356798788,3.164262946,0,0,0,0,4.791598176,0,0,0,0,6.981032289,0.735052386,0,1.827804062,0,0.200468833,0.066822944,0.090407513,0,0,0,0,0.538514315,0,0.121853604,0.770429239,0,1.167436143,11.15157016,0.051099899,0,0,0,5.070682237,0.947313503,0.436314518,5.856834522,0,0,0,0,0,0,0,1.139920813,0.078615228,0,0,0,0,0,0,0,0.05503066,0,0,0,0,0,0,0,0,0.039307614,0,0,0,0,0,0,0,0.408799188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133645888,1.643058275,0,0.915867412,0,0,0.031446091,0,0.169022741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074684467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031446091,0
C59,LNS,40.34940064,7.23566963,98.77336205,39.11353323,1.574060848,12.39625109,37.27225781,24.33322712,0,42.55392087,0,4.492545021,0,8.104116994,0,0.192060475,5.00609803,7.168865986,6.530056146,0,0,0,0,3.657499478,0,0.09185501,0,0,3.10636942,1.619988353,2.496786173,0,6.788920264,0.513553009,8.525814993,0.112731148,1.135661938,3.895487458,0.880973048,0,1.853801105,0,0,0,0,0,0,0,0,0.521903464,0.279740257,0,0,0,0,0,0,0,0,0,0,0,0,1.118961028,0,0,0,0,0,0.546954831,0,0,0.605408019,0,0,0,0,0,0.104380693,0,0,1.164888532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2295716,0,3.072967598,0,0,0,0,0,0,0,0,0,0,0,0,0.325667762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C60,NS,36.76956398,1.65961367,42.92303772,14.73852622,3.626233621,0.776414438,0.051167714,0,0.071189863,15.87088997,9.877593422,3.081186236,0,5.537236493,2.344816096,0.024471515,12.93653283,6.473828121,3.203543813,0,0.211344904,0,0,7.670707684,0,0.56284485,7.314758372,0.189098072,0.075639229,2.133471192,9.170144163,0,13.21906759,0,0.941040995,0.767515705,0.102335427,4.300312632,0,0,0.197996805,0.046718347,0.113458843,0,0,0,1.793094662,0,6.293628782,0.04894303,0.649607495,0,2.471623039,0,0.05561708,0,0.685202427,0,0,0,0.767515705,0,0,0,0,0,0,0.115683527,0,0,0,0,0,0,0,5.165714398,1.385977636,0.104560111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04894303,0,0,0,0,0,0,0,0,0,0.031145565,0.057841763,0,0,0,0,0,0,0,0,0,0,0,0.184648706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C61,C,35.44184057,13.76222922,70.64511595,0.596412967,6.732011366,1.267377555,0.029820648,21.87344557,0.916984937,1.252467231,2.39310703,1.073543341,7.574444682,17.92966482,2.668948028,0.49949586,0,2.974609673,5.091875707,0.096917107,0.089461945,0,0.521861346,5.934309023,0,0,2.609306731,0.32057197,0.126737756,5.39008219,0,3.205719698,3.608298451,0,0.029820648,0.201289376,0,0,0,0,0,0.059641297,0.044730973,6.814018149,0.238565187,0.656054264,8.580891564,0,0,0,0.424944239,0,1.133184637,0,0,0,0.32057197,0.365302942,0,0.834978154,0,0,0.029820648,0,0,2.862782242,0,0.029820648,0,0.67841975,0,0,0,0,0,4.406000794,0,0,0.03727581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029820648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596412967,0,0.864798802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C62,S,64.72585486,13.13195412,26.83524494,8.244827956,4.210311931,0,0,0,4.546521599,0.490031086,3.577446672,11.74975882,0,11.55638332,1.00203666,0.072515811,13.20007503,6.339639833,4.300407332,10.62686247,1.487672848,0,0,1.327259085,10.0247615,0.048343874,12.13431236,0,0.966877479,7.554829028,5.383749598,0,3.509325758,2.843498767,0,0.53837496,0,0.331814771,4.695948119,0,0.364776503,0.07471326,0.105477543,0,0.672419338,0.09229285,0,0,0,0.235127023,0.468056598,0,0,0,0.307642834,0,0,0.843820345,1.127291242,0,0.441687212,0,0.571336692,0,0,0,0,0.065923464,0,0,0.076910709,0,0,0,2.474327366,0,0.041751527,0.169203559,0,0,0,0,0,0,0,0,0,0.059331118,0,0,0,0,0.925125951,0,0,0,0,0,0,0.076910709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052738772,0,0,0,0,0,0,0,0,0,0,0,0.261496409,0,0.079108157,0,0,0,0,0,0,0,0,0,0,0,0,0.602100975,0,0,0,0,0,0,0.026369386,0,0.026369386,0,0,0,0,0,0,0,0,0,0,0,0,0.123057134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C63,N,44.9662735,4.901354589,24.26055105,2.508385551,2.023636196,2.416052341,0,8.017600442,0.430888316,0,18.04344821,0.569388131,3.5317453,10.0104589,0,0.392416144,6.748018798,2.669968669,0.761748986,3.093162551,0,0,10.0335422,1.092609657,0.061555474,0,1.815886473,0,1.361914854,4.070355695,1.238803907,0,0,0,0.307777368,5.093715444,0.061555474,0,0,0,0,0.192360855,0,4.239633247,0,0,0,0,0,0,0.346249539,0,0,0,0,0,0.130805381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09233321,0,0.407805013,0,0,0.377027276,0.030777737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030777737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446277184,0,0,0,0,0.138499816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030777737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C64,NS,38.48993861,2.705832196,21.48409789,8.61566337,0.718408936,6.948115621,0,16.42377217,0,3.413753411,6.397510232,0.613531719,0.036707026,0.377557981,1.709498636,0.026219304,0,0,0.723652797,1.536451228,0,0,0,1.326696794,1.573158254,0.891456344,0,0,0.613531719,0,0,0,0.026219304,0,0,1.499744202,0.089145634,0.566336971,0.199266712,0,0.026219304,0,0.603043997,0.015731583,0,0.178291269,0,0,0,0,0.052438608,0.015731583,2.391200546,0,0,0,0.293656207,0,0,0,0.482435198,0,0,0,0,0,0,0,0,0.241217599,0,0,0,0.026219304,0,0,1.269014325,0,0,0,0,0,0,0,0,0,0.020975443,0,0,0,0,0,0.288412347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L01,NS,265.5432721,168.5128625,10.86224446,84.24849876,48.35655468,29.59353456,19.46636896,0,16.15058158,1.940819725,0,9.344491703,0,0,17.18709566,7.842603959,0,1.279777585,0,0,13.60689143,0,2.876855397,0,12.52278232,0.100478405,0,8.990173115,6.525808014,4.934018539,0,15.00830077,0,2.956180454,3.633087606,0.354318587,3.670105966,2.596573529,0.089901731,0.602870432,2.326868336,5.394103869,0.576428747,0,0,0,0,0.227398496,0,4.584988289,0,0,0,0,0.909593986,0,0,0,0,0,0,0,0,0.169226788,0,0,0,1.940819725,10.55023257,0,0.237975171,0,0.708637175,0.084613394,0.428355307,0,0,0.126920091,0.216821822,0,0,0,0,0.089901731,0.539410387,0,0,0.42306697,0,0,0,0,0,5.880630885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142785102,0,0,0,0,0,0.158650114,0,1.7663046,0,0,0,0,0,0,0,0,0,0.174515125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L02,LS,276.1724407,230.7233617,19.59163121,28.86985969,35.59575377,37.12934525,0,0,18.55645696,0.136927811,0,7.678911645,0,0,1.013265802,7.525552496,0,0,0,9.705443249,7.695342982,14.91417718,0,1.94985203,0,0,0,4.387167067,3.275313241,5.241596608,0,0,0,7.810362343,0.722978842,0,3.83397871,0,2.114165403,0,0.520325682,0.755841517,0.306718297,0,0.115019361,5.02251211,0,2.535903061,0,0,0.290286959,0,0,0,1.024220027,0,1.462389022,0,0,0,0,0,0,0,0,0,0,0.553188357,0,0,1.040651364,1.807447106,0,1.319984099,0,0,0,0.837998204,0.180744711,0,0,0,0,0,0,0,0,0.082156687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208130273,0,0,0.306718297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L03,L,173.5613272,193.8316414,3.920500989,1.404702263,41.51355746,5.636079982,14.53060866,0,21.1568886,0.080597671,0,6.493869479,0,0,7.092595034,6.649307844,0,1.007470886,0.161195342,11.3124588,5.158250934,7.409228741,0.103625577,0,1.611953417,0.149681389,0,3.505998682,2.009184795,0,0,0.080597671,0,2.924544056,0.126653483,0.074840694,0.305119754,0,0.080597671,0,0,0.402988354,0,0,1.301076686,2.452471984,2.533069655,0.75416392,0,0,0.276334871,0,0,0,0.356932542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161195342,0,0,0,0,0,0,2.371874313,0.086354647,0,0,0,0,0,0,0,0,0.057569765,0,0,0.587211602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080597671,0,0,0,0,0,0,0,0,0,0.086354647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241793013,0,0,0,0,0,0,0,0,0,0,0,0,0
L04,NS,287.1100048,138.468886,0.551628543,103.954146,35.7647607,65.03143838,0.091094622,0,13.78059196,15.08628154,0,11.96376034,0,0,3.724757871,6.882704762,0,0.268223053,0,37.72835588,14.64093006,3.19843339,17.1207281,0,0,0.814790784,0,9.625665043,1.933230308,0,0,0,0,13.26944992,8.53252958,2.798629216,1.816831625,0,4.488940533,0,1.943351933,1.604277507,12.3989902,0,1.234838207,0.268223053,0,10.82507756,0,0,0.146763557,0,0,0,2.358338544,0.08603381,0.121459496,0,0,0,0.87045972,0,0,0,0,1.578973445,0,3.385683446,0,0,0.890702969,0,0,0.526324482,0,0,0,0.182189244,0.278344678,0,0,0,1.169047647,4.893805519,0,0,12.69251731,0.364378487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146763557,0,0,0.258101429,0,0.15182437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091094622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L05,C,283.7399157,227.1181444,16.16036996,14.92454603,52.68291124,54.47091182,124.9023582,0,9.528991332,4.63828386,0,44.40552031,0,2.634671444,8.098590867,22.54984262,0,1.961541814,0.141988281,51.30509903,20.67244201,0,31.05862186,3.781095346,4.459483802,0.436482495,0,13.63087502,12.58962762,5.96350782,0,13.88329863,0,9.518473682,0.457517796,0.610023728,5.616425355,1.814294707,0,9.329155973,3.623330589,0.830894388,2.597859668,0,0.494329572,7.38864946,4.470001453,0,0,0,0.515364873,0,0,0,1.404106339,0.268200087,1.1043533,0.43122367,0,0,0.809859087,0,0,0.226129485,0,1.057023873,0,0,0,0,0.478553097,0,0.588988427,0.12095298,0,0,0.141988281,0.578470776,0.273458912,0,0,0,1.65652995,0,0,0,0,0.899259116,0,0,0,0,0,0,0,0,0,0,0,0.22087066,0,0,0,0,0,0,0,0,0.11043533,0.610023728,0,0,0,0,0,0.215611835,0,0,0.452258971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126211806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L06,N,331.5440976,171.2193543,22.36642001,45.69483658,63.80843014,48.64095105,22.22612885,0,8.894459858,5.727887849,0,12.42178058,0,11.41970083,1.370845097,4.36105107,0,1.491094667,0,0,14.84280525,45.18177175,77.9577962,2.296766786,17.50432907,1.262620485,0,14.39788184,0.316657201,6.942408505,0,0.260540735,0,4.453242407,4.894157497,0.493023237,7.760105581,0.252524097,0.116241251,0,1.739610445,4.529400468,1.330761907,0,0.729514058,0,0,0.20041595,0,0.376781986,2.272716872,0,0,0,1.980109585,0.164341079,0.709472463,0.340707115,0,0,0.432898452,0,1.787710273,0,0,0.569181298,0,1.038154621,2.894006317,0,3.00223093,0,0.889846818,0.256532416,0,0,0,0.112232932,0.300623925,0,0,0,0.184382674,0.172357717,0.436906771,0,0,0.332690477,0,0,0,0,0,0,0,0,0,0,0,0.184382674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248515778,0.372773667,0,0.260540735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653355997,0,0.268557373,0,0,0,0,0,0,0,0,0,0,0,0.312648882,0,0,0,0,0.176366036,0,0,0,0,0,0.16033276,0,0,0,0,0,0,0,0,0,0
L07,LN,249.0925606,96.90816032,9.610726644,6.708093041,31.60861207,6.081939639,0,0,11.05233564,0.213571703,0,8.178825452,0,2.591983852,13.72683583,3.84914456,0,0.320357555,0.237841215,0,3.776336025,19.11952134,0,0,0.16503268,0.140763168,0,0.208717801,0.281526336,3.737504806,0,0,0,3.470540177,10.21261053,0,1.689158016,0.582468281,0,0,0.970780469,4.096693579,1.456170704,0,0.097078047,0,0.791186082,2.266772395,0,1.339677047,0.121347559,0,0,0,2.606545559,0,2.281334102,0.553344867,0,0,0,0,0,0,0,0,0,0.902825836,0,0,0.533929258,0,0.533929258,0.08251634,1.295991926,0,0,0,0.388312188,0,0,0,0.257256824,0,0,0,0,0.266964629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140763168,0,0,0,0,0,0,0,0.097078047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L08,L,205.4780168,142.1433935,1.44358745,8.267314283,24.21895561,30.50966554,79.03086064,0,13.74184207,14.15826153,0,6.94587654,0,0.149911004,0,18.07260443,0,0.3831059,0.277612971,4.641688879,1.027167993,7.101339804,1.399169375,9.944096629,0,0,0,6.723786163,0.688480169,0,0,9.827499181,0,3.57010281,4.497330134,0.166567783,0.460837532,0.710689206,2.620666448,0,1.776723016,2.998220089,0.299822009,0,0.827286654,0.821734395,0,0.172120042,0,0,0.516360126,0,0,0,1.976604355,0,0,0.105492929,0,0,0.421971716,0,1.776723016,0,0,0,6.918115243,0,0,0,0.19432908,0,0.277612971,0,0,0,0,0.233194896,0.19432908,0,0,0,0,0.210985858,0.455285273,0,0,0.28871749,0,0,0,0,0,0,0,0,0,0,0,0.077731632,0,0,6.107485367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255403934,0.161015523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072179373,0.272060712,0,0,0,0,0,0,0,0.072179373,0,0,0,0.538569164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L09,S,128.2453434,231.4089502,8.633826119,33.78633186,54.24448951,33.39120457,0,0.129743289,20.26354272,0.837433954,0.218204622,7.761007632,0.165127822,0.147435555,6.416395367,14.8674014,0,0,0,16.17662913,6.540241234,7.495623632,2.907429151,0,0,1.126407643,27.2401932,5.661525324,0.855126221,4.487938304,0,16.12355233,0,10.16125847,0,0.241794311,0,0.996664354,3.43819715,0,0.766664888,0.678203554,1.037946309,0,0.147435555,0,0,0,0,4.700245504,0.760767465,0,0,0,0.689998399,0,1.144099909,0,0.082563911,0,0.218204622,0,0,0,0.147435555,0,0,0.477691199,0,0,0.224102044,0,0.536665421,1.126407643,0,0,0,0.224102044,0,0,0,0,0,0,1.008459198,0,0,0.283076266,1.433073598,0,0,1.898969953,0,0,0,0,0,0,0,0.088461333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117948444,0.141538133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112051022,0,0,0,0,0
L10,LNS,122.752342,91.73668397,3.865355725,17.83632366,47.15952366,0,57.55995115,0,14.84449466,0.218381679,0,3.368537405,0,0,0,14.03648244,0,0.103731298,0,0,6.141984733,12.60608244,0,5.383108397,3.144696183,0,0,2.664256489,0,13.88361527,0,2.1456,0,2.025490076,0,0,0.655145038,0,0,0,0.600549618,7.359462595,0.567792366,0,0,0,0,2.298467176,0,2.582363359,0.10919084,0,0,0,1.135584733,0,0,0,0,0,0,0,0,0,0,0,0,0,9.177490076,0,0.070974046,0,0,0,0,0,0,0,0.103731298,0,0,0,0,0,0.103731298,0,0,0.060054962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060054962,0.098271756,0,0,0,0,0,0,0,0,0,0,0,0,0.234760305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L11,LNS,273.2985838,202.7859527,33.9896502,20.89280847,23.09154832,31.4563195,0.105157123,0,11.27571155,5.922257994,0,23.14890675,0,1.056351103,2.179620376,6.624898773,0,1.529558158,0.368049932,0,7.499614845,8.613324379,1.768551621,8.575085425,0,9.464141105,0,1.572576982,9.163009342,7.819866085,0,0,0,4.856347153,7.303640206,0.148175947,1.696853582,0.334590847,1.634715282,0,0.917734895,0.339370716,0.329810978,0,0.229433724,2.839242331,1.701633451,0.301131762,0,0.329810978,0.152955816,0,0,0,1.64427502,0.105157123,0.592703786,0.172075293,0,0,0.325031109,0,0,1.89760809,0,0,0,0.411068755,0,0,0.329810978,0,0,0,0,0,0,0.296351893,0.172075293,0,0,0.105157123,0,0.109936993,0,0,0,0.133836339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114716862,0,0,0.143396077,3.29332991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12905647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L12,LS,244.4663108,161.8792052,0.520264081,10.71358625,58.68064988,37.2663234,19.45530741,0,9.024333744,0.436764907,0,6.275284034,0,0,6.044055554,3.031662297,0,1.387370882,0.15415232,0,4.553916459,2.132440429,1.592907309,0,0,3.121584484,0,2.087479336,0.995567068,3.070200377,0,0,0,2.69124259,2.51782123,0,0.790030641,4.945720273,8.407724463,0,0.462456961,1.438754988,3.391351044,0,0.1926904,0,0.950605974,0,0,0.539533121,1.374524855,0,0,0,0.879952828,0,0.0963452,0,0,0,0.256920534,0,0,0,0,0,0,0.411072854,0,0,0.828568721,0,0,0.11561424,0,0,0,0.301881627,0.30830464,0,0,0,0,0.102768213,0.661570374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147729307,0,0,0,0,0,0,0,0,0,0.141306294,0,0,0,0,0,0.11561424,0.1926904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353265734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
