Sample,treatment,OTU_1,OTU_2,OTU_3,OTU_4,OTU_466,OTU_7,OTU_5,OTU_6,OTU_138,OTU_9,OTU_15,OTU_21,OTU_12,OTU_8,OTU_29,OTU_316,OTU_14,OTU_23,OTU_28,OTU_11,OTU_10,OTU_20,OTU_116,OTU_18,OTU_17,OTU_262,OTU_31,OTU_13,OTU_30,OTU_16,OTU_19,OTU_293,OTU_25,OTU_27,OTU_26,OTU_42,OTU_43,OTU_22,OTU_495,OTU_24,OTU_34,OTU_334,OTU_603,OTU_37,OTU_32,OTU_41,OTU_36,OTU_33,OTU_47,OTU_35,OTU_49,OTU_38,OTU_53,OTU_48,OTU_54,OTU_40,OTU_39,OTU_668,OTU_46,OTU_64,OTU_56,OTU_44,OTU_57,OTU_45,OTU_51,OTU_58,OTU_59,OTU_63,OTU_60,OTU_74,OTU_341,OTU_69,OTU_52,OTU_172,OTU_71,OTU_62,OTU_67,OTU_50,OTU_333,OTU_114,OTU_65,OTU_84,OTU_55,OTU_75,OTU_73,OTU_85,OTU_66,OTU_61,OTU_70,OTU_92,OTU_77,OTU_103,OTU_86,OTU_80,OTU_81,OTU_68,OTU_78,OTU_99,OTU_91,OTU_112,OTU_90,OTU_89,OTU_97,OTU_420,OTU_76,OTU_117,OTU_100,OTU_79,OTU_106,OTU_83,OTU_101,OTU_105,OTU_110,OTU_88,OTU_93,OTU_82,OTU_617,OTU_115,OTU_270,OTU_109,OTU_236,OTU_102,OTU_108,OTU_148,OTU_136,OTU_754,OTU_130,OTU_122,OTU_164,OTU_119,OTU_134,OTU_125,OTU_133,OTU_123,OTU_120,OTU_128,OTU_132,OTU_192,OTU_135,OTU_129,OTU_179,OTU_643,OTU_139,OTU_159,OTU_168,OTU_147,OTU_197,OTU_140,OTU_131,OTU_366,OTU_300,OTU_150,OTU_158,OTU_161,OTU_155,OTU_173,OTU_445,OTU_204,OTU_194,OTU_137,OTU_198,OTU_464,OTU_200,OTU_181,OTU_205,OTU_268,OTU_193,OTU_242,OTU_177,OTU_237,OTU_232,OTU_287,OTU_259,OTU_249,OTU_308,OTU_255,OTU_286,OTU_310,OTU_167,OTU_398,OTU_319,OTU_459,OTU_165
C30,LS,74.51156069,5.565900937,18.22603149,19.82713773,3.657863265,0.044299382,0,21.88389476,2.142191549,9.451589595,1.553642615,0.414515647,33.1201166,2.195983656,4.091364361,0.509442894,0,2.281418178,6.072179589,0,0.784731912,0,0,3.268661551,0,0,9.54018836,0.215168427,3.717983855,0,3.138927646,0,6.512009169,0,0.056956348,0.091763006,3.433202113,0.531592585,2.411152083,0,0.863837951,0.686640423,0.088598764,4.024915288,0,0.904973091,0,0,0,0,0.42084413,0,1.468208092,0,0,0,0,0,0,1.126470002,0.031642416,0,0,1.626420171,0,0,0,0,0,0.604370142,0,0,0.205675703,0,0,0,0,0,0.088598764,2.376345426,0,0.088598764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047463624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C31,C,32.26254323,8.4790521,18.95107432,6.814672034,0.492885084,10.37558819,5.146720336,32.65185101,0.032144679,0,13.1043143,2.539429673,3.00731334,6.489653608,0.835761664,0.642893588,7.318272011,6.11820398,2.785872215,0.860763082,1.417937525,1.685809853,0,1.085775838,0,0.06786099,0.021429786,1.067917682,0.357163104,2.539429673,0,0,4.293100516,0,4.41096434,2.66800839,0.107148931,0,0,0,0,0,0,4.157378536,0,0.217869494,0,0,0,0,0.771472306,0,0.500028346,0,0,0,0,0,0,0.521458133,0,0,0,0,0,0,0,0,0,0.335733318,0,0,0,0,0,2.225126141,0,0,0.028573048,0,0,0.885764499,0,0,0.41073757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03571631,0,0,0,0,0.167866659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046431204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C32,LN,29.31878048,6.139842996,20.94963879,3.708629998,2.530109798,1.013692199,0,22.80807449,0.3914665,0.0370863,6.510705996,0.576898,0.984847299,4.681115197,0,0.0576898,19.62689409,8.229037895,3.828130298,3.630336698,0,0,0.1483452,1.776021699,0,0,0,0,0,0,3.778681898,1.157916699,0,0,0,2.534230498,0.1277417,0,0,0.968364499,0.3502595,0.0164828,0,2.814438098,0,0.4367942,0,0,0,0,1.883159899,0,0,0,0,0,0,0,0.7211225,0.1318624,0.2760869,0,2.097436299,0,0,0,0,0,0,0.807657199,0.0206035,0,0,0,0,0,0,0.247242,0.0164828,0,0,0,0,0,0,0,0,0,0,0,0,0.4615184,0,0,0,0,0,0,0,0,0,0,2.109798399,0,0,0,0,0,0,0,0,0,0,0,0,0.0247242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C33,N,41.05464056,6.067717537,34.09910228,4.354280059,0.514596734,2.476850216,19.12490281,0.226196367,0,0.056549092,7.481444829,0.819961829,0.028274546,4.14504842,2.442920761,0.243161094,10.68777833,3.364670955,0.180957093,2.697391673,0.944369831,0.356259278,0,1.504205839,0,0.853891284,0.062204001,0.791687284,0.158337457,0,0,0,0,0,0,4.473033152,0,0,2.137555666,0,0,0,0,0.050894183,0,0,0,0.378878914,0,1.83784548,0.254470913,0.045239273,0,5.598360076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367569096,0,0,0,0,0,0,0.039584364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C34,LN,84.83167219,2.523447788,48.7535591,2.311163171,0.78065956,0,27.00465767,3.471880675,0,0,17.03412856,0.047935236,5.447497193,10.64162242,0,0.030815509,0,9.237804794,5.964512954,2.756276078,0,0.27049169,0,3.129486131,4.553847433,0,5.255756248,0.136957818,0,2.848722605,2.482360443,0,0,0,0,0,0.19516489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047935236,0,5.115374485,0,0,0,0,0,0,0,0,0,0.212284617,0,0,0,0.931313159,0,0,0.462232634,0,0,0.106142309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267067744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061631018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C35,S,55.18512136,5.409830952,26.12501857,13.14903889,3.93536647,7.818815176,0,2.04555988,0.083068422,10.13780861,0,7.053893461,29.39929885,5.991309902,0,0.78568882,0,2.239386197,4.676059895,0,1.114501322,0,0,5.728259901,0,0,10.93388098,0.159214475,1.038355269,5.070634897,8.839864524,0,3.513101994,0.15575329,0,1.162957901,6.700852669,0.159214475,0.366885528,0,1.287560534,0.051917763,0,0,0.076146053,0,0.969131584,0,0,0.031150658,0.079607237,4.724516474,0,0,0,0,0,0,0,1.318711192,0.166136843,0,0,0,0,0,0,0,0,0,0,0,0.290739475,0,0,0,0.522638819,0,0.055378948,1.813660537,0,0,0,0,1.183725007,0,0,0,0,0,0,0,0.377269081,0,0,0,0,0,0,0,0,0,0,0.283817107,0,0,0,0,0.443031581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048456579,0,0,0,0.041534211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02422829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C36,LS,42.89031313,1.0092327,14.24554799,14.16663679,0.299031911,0,0,0,0,8.862973587,2.375642405,0.049838652,0,6.886040397,0,0.024919326,0,3.060923868,6.271363691,0,0,0,0,3.131528624,8.148619577,2.388102068,0,0,0,0,3.663140911,0,5.170760129,0,0,0.353023784,0.394555994,0,3.214593044,0,0.120443409,0,0,0,0,0,0,0,0,0,0.265806143,0,0,0,0,0,0.344717342,0,0,0.971853711,0.29487869,1.067377794,0,0,0,0,0,0,0,1.196127644,0,0,0.137056293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.624387475,0,0,0,0,0,0,0,0,0,0.033225768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266732401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C37,LN,27.09448575,1.162019827,7.145910781,3.666666667,0.739467162,3.029429988,0.074969021,0.074969021,0.89622057,7.479863693,9.473358116,0.027261462,2.760223048,7.841078067,0,0.112453532,14.22026022,2.930607187,1.809479554,0,0,1.172242875,0,0,0.020446097,0.020446097,4.521995043,0,0,1.499380421,0,0.020446097,1.199504337,0,0,2.269516729,0,0.139714994,0,0,0,0.017038414,0,0,0,0,0.623605948,0,0,0,0.126084263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068153656,0,0,0.0988228,0,0,0,0,0,0,0,0,0,0,0,0,5.520446097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.697026022,0,0,0.262391574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139714994,0,0,0,0,0,0,0,0,0,0,0,0
C38,LS,51.22259314,2.691714169,21.55553806,6.911158001,0.167322773,0.040011967,0,15.8956634,0.163685321,0.232796901,6.31097849,0.323733191,42.74005606,8.195178408,0,0.025462161,24.13812868,6.834771518,7.340377287,5.925408623,0.378294964,0,0,3.582889806,0,0,0,0,0,1.687777533,1.531367115,0,8.12970428,0,0,0,0.55289264,0,0,0,0.167322773,0,0,0,0,0,0,0,5.212468113,0,0.221884546,0,0.501968318,0,0,0,0,0.098211193,0,0,0,0,0,0,1.302207665,0,0,0,0,2.44073001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.848124587,0,0.047286871,0,0,0,0,0,0,0,0,0,0,0,1.189446666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101848644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083661386,0,0,0,0,0,0,0,0,0,0,0.047286871,0,0,0,0,0,0,0,0.029099613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C39,LNS,35.20051632,0.549174499,22.59460796,36.43380534,0.11924932,0,0,12.14460178,0.19456468,6.42691071,22.18351163,0.21025538,2.949851595,7.311866188,3.257389315,0.156907,3.800287534,3.580617734,5.322285432,0.02824326,0,0,0,0.724910339,0,17.78697749,0.03765768,0,0.743739179,1.795016077,3.006338115,0,9.555636285,1.747943977,0,1.004204798,0.542898219,0.862988499,0,0,0.11297304,0,0,0,0,0.2667419,0,0,0,0,0.329504699,0,0,0,0,0,0,0,0,0,0.09100606,0,0,0.577417759,0,0,0,0,0,0.29498516,0,0,0.0470721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414234479,0,0.445615879,0,0,0,0,0,0,0,0,0,0,0.02824326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C40,L,27.79748771,5.296340797,36.43932277,6.898525396,10.50966685,0.029055161,0,17.0138722,0.049808848,0,4.827307482,0.622610595,24.70933916,6.562315674,0,0.070562534,9.243691972,7.566794102,1.129000546,2.652321136,0,0,0,1.050136537,0,0,1.506717641,0.070562534,0,0,4.134134353,0,12.97105407,0,0,0.099617695,0,0,0.294702348,0,0,0.174330967,0,0,0,0,0,0,0,0,0.431676679,0,0,5.433315128,0.033205898,0,0,0,1.19956308,0,0,0,0.365264883,0.029055161,0,0,0,0,0,0.601856909,0.04565811,0,0,0,0,0,0.078864009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C41,L,46.55598217,8.719890551,26.3234035,0.173087956,1.88993336,0.023390264,0.060814687,34.18253233,0.53797608,0.028068317,14.63762743,0.509907763,7.48020654,14.1838563,0,0.612824926,0,6.960942672,2.198684849,1.300498698,0,1.146122953,0,5.52478044,0,0,11.22264884,0,0,1.408093914,1.281786487,0,0,0,0,0.963678891,0,0.023390264,0,0,0.023390264,0.037424423,0,6.834635244,0,0.916898363,0.182444062,0,0,0,1.758947879,11.71852244,1.398737808,0,0,0,0,0,0,0,0.023390264,0,0.023390264,0,0,0,0,0,0,0.336819807,0,0,0,0,0.266649014,0,0,0,0.03274637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449093076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C42,C,27.00882677,3.610702464,21.92294961,0.378447959,0.312798823,0,0,0,0.015446855,0,0,0.359139389,0,2.888561971,3.390584774,0.027031997,0,1.795696947,0.227841118,0,1.784111806,0,0,0.803236484,0,0,1.880654652,0,0.614012505,2.409709452,0,0,0,0,0,11.48087532,0,0,0,0,0,0.011585142,0,0,0,0,0,0,0,0,0.625597646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332107392,0,0,0,0,0,0,0.463405664,0,0.054063994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583302685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C43,NS,70.57314166,6.93719614,61.41224155,40.17491836,4.10149843,8.887213466,2.113469071,15.88903006,1.828378818,11.28197159,6.150347044,2.026041393,0,9.491604801,0,0.828662333,0,12.68081442,5.390106371,0,1.079541755,0,0.402927557,5.473732845,9.42318314,0,0.266084236,0.376319133,4.458811546,0,9.255930192,3.025757878,15.64575305,0,0,6.511461363,1.67252948,3.284239707,3.812606974,0,1.881595665,0.068421661,0.38392154,0,0,0,0,3.531317926,0,0,0.805855113,0,0,12.13344114,0,0,0,0.060819254,0.326903489,0,0.714626233,6.435437296,0,0,0,0,0,0,0,0.152048135,0,0,0.604391335,0.159650541,0,0.524566064,0,0,0.041813237,0,0,0.193861372,0,0,0,0,0,0,0,0,0,0,0.193861372,0,0,0,0,0,0,0.064620457,0,0,0,0.087427677,0,0,4.310564615,0,0,0,0,3.938046685,0,0,0,0,0,0,0,0,0,0.733632249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C44,LNS,53.88601706,9.056603774,19.64073404,56.81313001,1.081674851,1.329800982,0,15.93822693,0.038769708,18.41561127,5.830964073,2.116826053,24.63039545,4.295683639,0,0.073662445,0,8.350995089,13.62367537,0,0,0,0,2.310674593,8.044714396,1.322047041,0.868441458,0.09692427,0,0,8.773584906,0,3.636598604,3.206254846,0,4.431377617,3.497027656,3.869216852,0,0,7.304212975,0,0,0,0,0,0,0,0,0.519514086,0.573791677,0,0,0,0,0,0,0,3.268286379,0,0.232618248,11.90230034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143447919,0.042646679,0,0,0.19384854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34117343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104678211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C45,C,23.76391153,6.250152072,26.84065306,0.280006813,0.350008516,5.823475024,0,18.46378257,0.06000146,0.020000487,7.646852721,1.856711842,12.82031193,2.520061315,0.280006813,0.666682888,0,2.22338743,2.496727414,1.326698946,0.223338767,1.836711356,0,1.326698946,0,0,0,0.406676561,0,4.840117764,4.200102192,0.050001217,3.786758802,0,0,2.64339765,0.716684104,0,0.166670722,0,0,0,0,0,0.370009003,0,0,0,0,0,0.233339011,0,0,0,0,0,0.296673885,0,0,0,0.020000487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843353853,0,0,0,0,1.163361639,0,0,0,0,0,0,0,0,0.086668775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056668045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C46,NS,44.46500436,16.56806207,22.70879144,14.22063644,6.816890014,7.892793428,0,4.754387421,0.195618803,2.513276356,8.156453553,1.309795461,0,3.65296851,4.877712318,0.144587811,0,3.20644733,24.04835498,0,2.096523254,0,0.727191636,4.924490727,0,2.74291582,1.743558893,1.335310957,0.790980376,0,0,4.363149815,0,0.646392565,0,3.827324399,0.506057337,0.174355889,6.038667386,0,0.072293905,0.059536157,0,0,0.25515496,0,0,0,0,0.323196283,0.501804755,0,0,0,0.055283575,0,0.246649795,0,0,1.684022736,0.710181305,0,0.174355889,0,0,0,0,0,0,0,0.021262913,0,0,0,0,0,1.471393602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089304236,0,0,0,0.714433888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.457992781,0,0,0.582603825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021262913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C47,S,40.99458755,1.57652601,28.14663727,9.64087401,1.40463065,8.496542047,0,6.983862885,0.196451839,13.36854766,3.197253683,1.159065851,0,2.833817781,2.298486519,0.191540543,13.26541044,3.545955698,4.346496943,0,0.196451839,0,0,2.725769269,6.689185126,7.509371555,8.03979152,0.034379072,0.265209983,2.823995189,4.542948782,0,0,0,0,10.16147138,0.309411647,0.04911296,1.365340283,0,0.535331262,0.054024256,0,0,0,0,0,0,0,0,0.147338879,0,0,6.237345896,0.029467776,0,0,0,0,0,0.245564799,0,0,0,0,0,0,0,0,0.564799038,0,0,0.181717951,0,0,0,0,0,0.02455648,0,0,0,0,0,0,0,0,0.054024256,0,0,0,0,0,0,0,1.330961211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142427583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C48,N,19.10023113,1.225951366,81.71945701,8.991829161,0.264331521,1.089228165,0,0.05924672,0.537777922,0,0,0.03645952,0.0911488,1.750056968,2.433672971,0.05468928,0.0227872,1.522184967,0.08659136,0,1.212279046,0,0,2.23770305,0,0,0,0,2.20580097,1.440151047,5.423353625,0,0.04101696,0,3.007910414,3.645952017,0.136723201,0,0.820339204,0,0,0,0,0,0,0,0.451186562,0,0,0,0.05468928,0,0,0,0,0,0,0,0,0,0.186855041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01822976,0,0,0,0,0.05924672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C49,LNS,65.99227127,5.500022124,26.4368796,16.6439623,2.438236552,6.7191404,31.54918214,17.57928583,0.427690674,3.789259429,16.12433812,0.967300403,11.7674892,5.140282305,1.15916164,0.123910382,22.71956814,1.886635496,4.67262054,0,0,0,0,4.864481777,0,2.022537206,0,0,1.199132731,0.027979764,0,0,4.364843139,0.095930618,0.751456511,0.295786074,0.227835219,1.414976622,1.255092258,1.87064706,0.735468075,0.691499875,0,0,0,0,1.119190549,0,0,0.22383811,0.371731146,0,1.103202112,0,0.027979764,0,0,0,3.749288338,0.49164442,0.219841001,0,0,0.371731146,0,0,0,0,0,0.779436275,0,0,0,0,0,0,0.247820764,0,0.035973982,0,0,0,0,0,0,0,0.035973982,0,0,0,0,0,0,0,0,0,0,0,0,0.031976873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527618401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059956637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C50,N,47.47926574,9.304392289,36.44188782,1.22217109,0.949736667,0,0.022702869,0.018919057,0.609193639,0,0,1.91460858,3.144347293,8.831415861,0,0.083243851,0,1.067034821,0,0,0,0.896763307,0,0.677302245,0,0,10.82926829,0.268650611,0,10.05358695,0,0,0,0.684869868,0,6.958429207,0.015135246,0,0,0,0.02648668,0.015135246,0,0,0.344326839,0,0.457841182,0,0,0,0.961088101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170271514,0,0.74541085,0.034054303,0,0.650815565,0,0,0,0,0,0.045405737,0,0,0,0,0,0,0,0,0.049189548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684869868,0,1.396226415,0,0,0,0,0,0,0,0,0,0,0,0,0.136217211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605409828,0,0,0,0,0,0,0,0.018919057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117298154,0,0,0,0,0,0,0,0
C51,C,22.00798718,5.90262763,38.90125404,0.044514537,0.329407575,0.084577621,0,10.10034849,1.299824486,0,0,3.912827818,0,9.966804874,0,0.592043344,13.22081754,6.285452649,0.832421845,1.575814616,0.743392771,0,1.023834355,1.219698319,0,0,0,1.335436115,0.129092158,2.853381833,0,6.939816346,7.87907308,0,0,0.017805815,0.235927047,0,0,0,0,0,0,8.29750973,0,0,0.22702414,0,0,0,0.65881515,0,0.040063083,0,0,4.438099356,0.017805815,1.175183781,0,0,0,0,0.672169511,0,0,0,0,0.097931982,0,0,0,0,0,0,0,0.908096558,0,0,0.017805815,0,0,0,0,0,0,0,0,0.022257269,0,0,0,0,0.494111363,0,10.27395518,0,9.610688576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089029074,0,0,0,0,0,0,0,0,0,0,0,0.022257269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405082288,0.026708722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C52,S,22.35896936,6.086926015,38.19260154,10.08345677,0.654439853,0.019061355,0.02541514,8.202736415,0.641732283,0.03812271,10.50916036,0.838699618,0,10.75060419,1.747290871,0,0,5.273641537,2.198409605,9.003313323,0,0,0,3.303968192,0,0,0,0,0,0,5.362594527,0,2.414438294,0,0.20332112,4.797107664,0.622670929,2.00144227,0.1270757,0,0.05083028,0,0,0,0,0,0,0,8.31075076,0.540071724,0.05083028,0,0,0,0.03812271,0,0,0,2.954510018,0.629024713,0.343104389,0,0.482887659,0.330396819,0,0,0,0,0,0,0.019061355,0,0.228736259,0,0,0,0,0.06353785,0,0,1.791767366,0,0,0,0,0,0,0,0,0,0,1.061082092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082599205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108014345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146137055,0,0,0,0,0.02541514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02541514
C53,LN,43.58617864,11.26445737,27.4774338,0.203499781,1.63047995,2.367546229,0,13.14310779,0.357365469,0,16.86070134,0.6948773,14.71402683,10.65643973,0,0.307731376,5.851859547,3.836715377,2.911039546,2.419662026,3.643142415,0,0,0.804072304,0,0,15.36671515,0.233280236,0,4.308239259,0,0,6.102511716,0,0,3.928538449,0.203499781,0,0,0,0,0.210944895,0.198536371,2.444479073,0.228316827,0,0,0,0,0,0.444225131,0,0,0,0,0,0,0,5.678140222,0,0,0,0,0,11.85013967,0,0,0,0,0.297804557,0,0,0.089341367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464078768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10174989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
