unit,site,block,name,plot,seed.total,seed.nassella,seed.bromus,seed.elymus,ntrt,dist,year,taxa,mass
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2006,TRIFOLIUM ALBOPURPUREUM,6.00E-04
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2006,BROMUS DIANDRUS,0.77
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2004,CLARKIA PURPUREA,0.5793
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,CERASTIUM GLOMERATUM,0.0059
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,BROMUS HORDEACEUS,3.92
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,LUPINUS BICOLOR,18.309999
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2004,BROMUS DIANDRUS,4.7488
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2006,SILENE GALLICA,0.0708
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,ERODIUM CICUTARIUM,34.450001
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2006,HYPOCHAERIS GLABRA,0.158
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2006,AVENA FATUA,3.28
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2007,UNSORTED BIOMASS,65.099998
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,EREMOCARPUS SETIGERUS,0.0226
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,BROMUS DIANDRUS,0.8802
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,FILAGO GALLICA,0.0029
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2004,LOTUS SPECIES,0.0174
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,SILENE GALLICA,4.13
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,LOTUS STRIGOSUS,0.0287
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2004,BROMUS HORDEACEUS,4.3259
24,HASTINGS ,A ,ROBERTSON HOUSE ,24,0,0,0,0,CONTROL ,0,2005,VULPIA MYUROS,0.1574
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,TRIFOLIUM GRACILENTUM,0.0912
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,PHLOX GRACILIS,0.48
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,CLARKIA PURPUREA,1.7242
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,LITTER,18.75
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,GALIUM APARINE,1.39
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,ERODIUM CICUTARIUM,3.9
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,CLARKIA PURPUREA,12.58
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,CLARKIA PURPUREA,0.0537
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,ERODIUM CICUTARIUM,0.2245
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,GALIUM APARINE,0.0415
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,HYPOCHAERIS GLABRA,0.4253
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,CALANDRINIA SPECIES,0.0145
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,HYPOCHAERIS GLABRA,0.387
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,BROMUS HORDEACEUS,3.76
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,LAGOPHYLLA RAMOSISSIMA,0.2198
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,VULPIA MYUROS,8.78
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,LOTUS SPECIES,0.0955
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,DRABA SPECIES,6.00E-04
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,PLAGIOBOTHRYS SPECIES,8.67
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,AIRA CARYOPHYLLEA,0.1205
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,CERASTIUM GLOMERATUM,0.098
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,BROMUS HORDEACEUS,12.47
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,LUPINUS BICOLOR,2.1
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,VULPIA MYUROS,0.41
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,BROMUS DIANDRUS,0.115
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,CLAYTONIA PERFOLIATA,0.311
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,VULPIA MYUROS,1.78
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,BROMUS HORDEACEUS,4.75
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,AIRA CARYOPHYLLEA,0.0049
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,PLAGIOBOTHRYS SPECIES,2.92
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,BROMUS DIANDRUS,0.8476
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,LUPINUS BICOLOR,0.2342
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,FILAGO GALLICA,0.0956
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,NAVARRETIA ATRACTYLOIDES,0.77
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,AMSINCKIA MENZIESII,0.73
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,CERASTIUM GLOMERATUM,0.0061
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,LITTER,62.779999
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,MINUARTIA SPECIES,0.16
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,GALIUM APARINE,1.04
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,EREMOCARPUS SETIGERUS,0.0592
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,BROMUS DIANDRUS,9.38
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2007,UNSORTED BIOMASS,79.760002
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,LAGOPHYLLA SPECIES,0.59
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,SILENE GALLICA,0.0903
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,EREMOCARPUS SETIGERUS,0.0042
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,SILENE GALLICA,0.0229
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,LITTER,30.57
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2006,AVENA FATUA,1.3
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,LESSINGIA FILAGINIFOLIA,4.59
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,LESSINGIA FILAGINIFOLIA,1.38
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,RUMEX ACETOSELLA,0.0166
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,ERODIUM CICUTARIUM,0.082
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,PLAGIOBOTHRYS SPECIES,5.84
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,AIRA CARYOPHYLLEA,1.65
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2004,EREMOCARPUS SETIGERUS,0.011
29,HASTINGS ,B ,CORRAL ,4,0,0,0,0,#NAME?,1,2005,CERASTIUM GLOMERATUM,0.286
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,MADIA ELEGANS,0.25
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,HESPEREVAX SPECIES,0.0378
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,GALIUM APARINE,4.66
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,CERASTIUM GLOMERATUM,0.0059
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,AVENA BARBATA,13.33
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,BROMUS DIANDRUS,2.8461
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,ERODIUM CICUTARIUM,2.441
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,PLAGIOBOTHRYS SPECIES,0.1904
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,FILAGO GALLICA,0.2011
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,CLARKIA PURPUREA,1.39
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,VULPIA MYUROS,1.39
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,SILENE GALLICA,0.0275
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,PLAGIOBOTHRYS SPECIES,0.0971
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,HYPOCHAERIS GLABRA,0.0062
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,LUPINUS BICOLOR,0.4964
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,PHLOX GRACILIS,0.061
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,ELYMUS GLAUCUS,2.11
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,LINANTHUS BICOLOR,0.0332
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,BROMUS HORDEACEUS,12.84
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,AIRA CARYOPHYLLEA,0.0063
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,LITTER,29.690001
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,BROMUS HORDEACEUS,14.36
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,ERODIUM CICUTARIUM,0.39
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,EREMOCARPUS SETIGERUS,0.0026
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,CLARKIA PURPUREA,0.048
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,FORB SPECIES,0.0033
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,LITTER,53.150002
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,TRIFOLIUM GRACILENTUM,0.225
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,LAGOPHYLLA SPECIES,0.0818
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,AVENA FATUA,2.82
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,HYPOCHAERIS GLABRA,1.287
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,VULPIA MYUROS,0.0143
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,ELYMUS GLAUCUS,6.32
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,CLARKIA PURPUREA,0.5652
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,GALIUM APARINE,0.1573
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,FILAGO GALLICA,0.0145
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,AIRA CARYOPHYLLEA,0.7
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2007,UNSORTED BIOMASS,75.949997
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,HYPOCHAERIS GLABRA,0.53
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,BROMUS DIANDRUS,2.5
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,LUPINUS SPECIES,0.0849
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,VULPIA MYUROS,0.0388
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,AVENA BARBATA,2.3868
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,PLAGIOBOTHRYS SPECIES,0.15
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,AIRA CARYOPHYLLEA,0.4539
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,ERODIUM CICUTARIUM,0.1431
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,LUPINUS BICOLOR,6.35
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,EREMOCARPUS SETIGERUS,0.0969
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,BROMUS DIANDRUS,9.17
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,LESSINGIA FILAGINIFOLIA,0.5609
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,GALIUM APARINE,0.0249
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2005,CERASTIUM GLOMERATUM,0.0583
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,LOTUS PURSHIANUS,0.1916
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2006,LITTER,15.93
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,0,2004,BROMUS HORDEACEUS,7.3
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,BROMUS HORDEACEUS,13.84
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,TRIFOLIUM ALBOPURPUREUM,2.91
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,CLARKIA PURPUREA,0.21
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,CERASTIUM GLOMERATUM,0.0261
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,ERODIUM CICUTARIUM,0.72
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,BROMUS DIANDRUS,4.05
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,ERODIUM CICUTARIUM,0.6976
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,PHLOX GRACILIS,0.043
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,BROMUS HORDEACEUS,14.22
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,AVENA BARBATA,10.76
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,EREMOCARPUS SETIGERUS,0.0627
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,GALIUM APARINE,0.4263
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,MADIA ELEGANS,0.0479
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2004,BROMUS HORDEACEUS,4.26
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,PLAGIOBOTHRYS SPECIES,0.3256
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,LESSINGIA FILAGINIFOLIA,2.1778
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2004,LAGOPHYLLA RAMOSISSIMA,0.0168
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,AVENA FATUA,10.55
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2004,LITTER,29.709999
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2004,CLARKIA PURPUREA,0.0312
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,TORILIS NODOSA,0.2207
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,LITTER,15.52
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2004,BROMUS DIANDRUS,1.42
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2004,ERODIUM CICUTARIUM,0.0145
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,VULPIA MYUROS,0.4
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,LESSINGIA FILAGINIFOLIA,3.48
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,LUPINUS BICOLOR,0.71
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,HYPOCHAERIS GLABRA,0.4
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,MINUARTIA SPECIES,0.0572
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,VULPIA MYUROS,0.5067
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,BROMUS DIANDRUS,2.29
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,LATHYRUS VESTITUS,0
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,LAGOPHYLLA RAMOSISSIMA,0.2658
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,TRIFOLIUM GRACILENTUM,0.663
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2004,AVENA BARBATA,0.5104
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,GALIUM APARINE,0.73
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,AIRA CARYOPHYLLEA,0.72
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,CLARKIA PURPUREA,8.43
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,PLAGIOBOTHRYS SPECIES,0.0461
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2007,UNSORTED BIOMASS,76.209999
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2004,LUPINUS BICOLOR,0.1057
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,LITTER,12.9
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,LOTUS PURSHIANUS,0.1093
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,GILIA CLIVORUM,0.0183
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2006,TORILIS NODOSA,0.0115
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,1,2005,LUPINUS BICOLOR,15.16
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,LITTER,11.67
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,LUPINUS NANUS,4.75
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,TORILIS NODOSA,0.0157
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,MADIA ELEGANS,0.0139
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,EREMOCARPUS SETIGERUS,0.0311
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,MINUARTIA SPECIES,0.044
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,FORB SPECIES,0.0087
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2007,UNSORTED BIOMASS,48.200001
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,CLARKIA PURPUREA,4.3
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,AIRA CARYOPHYLLEA,0.0073
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,GALIUM APARINE,7.00E-04
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,CERASTIUM GLOMERATUM,0.0235
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,BROMUS DIANDRUS,9.44
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,ERODIUM CICUTARIUM,0.2021
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,CLARKIA PURPUREA,0.16
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,BROMUS HORDEACEUS,9.15
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,HYPOCHAERIS GLABRA,0.28
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,LAGOPHYLLA SPECIES,0.0381
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,BROMUS DIANDRUS,0.2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,MINUARTIA SPECIES,0.0036
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,ERODIUM CICUTARIUM,0.0758
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,LOTUS PURSHIANUS,0.0452
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,LOTUS SPECIES,0.0091
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,TRIFOLIUM GRACILENTUM,0.0467
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,MADIA ELEGANS,0.0682
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,AIRA CARYOPHYLLEA,0.0884
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,BROMUS HORDEACEUS,6.01
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,VULPIA MYUROS,1.3759
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,AGOSERIS SPECIES,0.145
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,LITTER,50.290001
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,LUPINUS BICOLOR,0.7867
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,ERODIUM CICUTARIUM,0.0494
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,CLARKIA PURPUREA,0.6591
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,LUPINUS SPECIES,0.1463
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,GALIUM APARINE,0.2314
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,LESSINGIA SPECIES,0.0139
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,VULPIA MYUROS,0.2487
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,SILENE GALLICA,0.0161
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,GALIUM APARINE,1.6358
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,PLAGIOBOTHRYS SPECIES,0.0724
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2005,HYPOCHAERIS GLABRA,0.8564
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,AVENA FATUA,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,HYPOCHAERIS GLABRA,0.0498
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,AIRA CARYOPHYLLEA,0.0117
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,BROMUS HORDEACEUS,21.459999
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,BROMUS DIANDRUS,5.43
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2006,LITTER,30.200001
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,1,2004,CERASTIUM GLOMERATUM,0.0039
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2004,LITTER,19.700001
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2006,VULPIA MYUROS,0.3186
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2004,ERODIUM CICUTARIUM,0.3562
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2004,LAGOPHYLLA RAMOSISSIMA,0.0068
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2005,CLARKIA PURPUREA,1.6201
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2004,THYSANOCARPUS CURVIPES,0.0118
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2005,ERODIUM CICUTARIUM,0.1003
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2006,PHLOX GRACILIS,0.0591
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2004,BROMUS HORDEACEUS,4.4507
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2005,BROMUS HORDEACEUS,11.3
44,HASTINGS ,B ,CORRAL ,19,0,0,0,0,CONTROL ,0,2005,BROMUS DIANDRUS,13.09
