unit,site,block,name,plot,seed.total,seed.nassella,seed.bromus,seed.elymus,ntrt,ntrt,dist,year,taxa,cover
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,BROMUS DIANDRUS,10
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2010,AIRA CARYOPHYLLEA,1
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,MADIA MADIOIDES,1
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2007,AIRA CARYOPHYLLEA,2
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2009,PHLOX GRACILIS,1
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2004,CLARKIA PURPUREA,25
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,LUPINUS NANUS,10
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,AIRA CARYOPHYLLEA,5
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2006,GILIA CLIVORUM,4
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2010,LOTUS PURSHIANUS,1
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2006,HYPOCHAERIS GLABRA,5
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2008,BROMUS DIANDRUS,10
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2004,ELYMUS GLAUCUS,5
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2007,LACTUCA SERRIOLA,1
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2004,BROMUS DIANDRUS,50
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,GALIUM APARINE,10
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2010,AVENA FATUA,20
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2010,TRIFOLIUM GRACILENTUM,1
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,MADIA ELEGANS,5
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,AVENA FATUA,50
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2008,LUPINUS NANUS,2
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2006,ERODIUM CICUTARIUM,10
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2007,EREMOCARPUS SETIGERUS,1
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2006,GALIUM APARINE,5
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2010,BROMUS HORDEACEUS,25
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,MADIA ELEGANS,5
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2008,AVENA FATUA,10
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,BROMUS DIANDRUS,15
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2007,LUPINUS NANUS,10
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2006,HYPOCHAERIS GLABRA,15
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,HYPOCHAERIS GLABRA,15
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2004,AVENA BARBATA,15
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2006,MADIA MADIOIDES,1
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2010,BROMUS DIANDRUS,2
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2006,ERODIUM CICUTARIUM,5
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,BROMUS HORDEACEUS,35
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2008,ELYMUS GLAUCUS,25
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2009,ERODIUM CICUTARIUM,2
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,LUPINUS NANUS,10
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2007,BROMUS HORDEACEUS,55
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2005,TORILIS NODOSA,1
30,HASTINGS ,B ,CORRAL ,5,0,0,0,0,+C ,organic_matter,0,2010,LUPINUS NANUS,2
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,EREMOCARPUS SETIGERUS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,PHLOX GRACILIS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,GALIUM APARINE,60
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,MADIA ELEGANS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,BROMUS HORDEACEUS,55
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,ERODIUM CICUTARIUM,25
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,BROMUS DIANDRUS,7
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,LACTUCA SERRIOLA,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,LUPINUS NANUS,20
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,BROMUS DIANDRUS,40
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,LACTUCA SERRIOLA,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,AIRA CARYOPHYLLEA,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,BROMUS DIANDRUS,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,EREMOCARPUS SETIGERUS,3
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,BROMUS HORDEACEUS,100
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,AVENA FATUA,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,AVENA FATUA,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,MADIA MADIOIDES,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,CLARKIA PURPUREA,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,ERODIUM CICUTARIUM,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,CLARKIA PURPUREA,2
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,GALIUM APARINE,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,GALIUM APARINE,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,AVENA FATUA,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,LACTUCA SERRIOLA,2
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,BROMUS DIANDRUS,30
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,HYPOCHAERIS GLABRA,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,LUPINUS NANUS,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,HYPOCHAERIS GLABRA,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,LUPINUS NANUS,20
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,PHLOX GRACILIS,3
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,CLARKIA PURPUREA,20
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,MADIA MADIOIDES,2
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,BROMUS HORDEACEUS,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,PLAGIOBOTHRYS SPECIES,2
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,BROMUS DIANDRUS,20
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,VULPIA MYUROS,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,PLAGIOBOTHRYS SPECIES,7
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,CLARKIA PURPUREA,2
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,AIRA CARYOPHYLLEA,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,BROMUS DIANDRUS,30
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,VULPIA MYUROS,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,CLARKIA PURPUREA,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,MADIA ELEGANS,25
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,BROMUS DIANDRUS,30
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,MADIA MADIOIDES,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,PHLOX GRACILIS,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,LUPINUS NANUS,3
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,BROMUS DIANDRUS,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,GALIUM APARINE,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,MADIA ELEGANS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,LUPINUS NANUS,20
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,ERODIUM CICUTARIUM,3
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,BROMUS DIANDRUS,10
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,LOTUS PURSHIANUS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,AVENA BARBATA,25
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,TRIFOLIUM GRACILENTUM,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,LOTUS PURSHIANUS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,MADIA ELEGANS,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,GALIUM APARINE,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,AVENA FATUA,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,BROMUS HORDEACEUS,80
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,TRIFOLIUM GRACILENTUM,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,CLARKIA PURPUREA,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,EREMOCARPUS SETIGERUS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,AVENA BARBATA,50
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,MADIA ELEGANS,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,GALIUM APARINE,10
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,BROMUS HORDEACEUS,40
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,BROMUS HORDEACEUS,60
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,ERODIUM CICUTARIUM,2
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,BROMUS HORDEACEUS,10
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,LUPINUS NANUS,35
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,LUPINUS NANUS,35
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,ERODIUM CICUTARIUM,10
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,MADIA ELEGANS,4
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,AVENA FATUA,7
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,ERODIUM CICUTARIUM,2
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,AVENA FATUA,20
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,LUPINUS NANUS,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,EREMOCARPUS SETIGERUS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,LACTUCA SERRIOLA,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,BROMUS HORDEACEUS,80
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,MADIA MADIOIDES,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,MADIA MADIOIDES,2
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2008,ERODIUM CICUTARIUM,10
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,CLARKIA PURPUREA,10
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,BROMUS HORDEACEUS,100
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2004,CLARKIA PURPUREA,20
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2009,AVENA FATUA,20
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,ERODIUM CICUTARIUM,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2005,TRIFOLIUM GRACILENTUM,5
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2010,BROMUS HORDEACEUS,15
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,BROMUS DIANDRUS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2007,VULPIA MYUROS,1
35,HASTINGS ,B ,CORRAL ,10,0,0,0,0,+C ,organic_matter,1,2006,SILENE GALLICA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,ERODIUM CICUTARIUM,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,BROMUS HORDEACEUS,65
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,LOTUS PURSHIANUS,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,LOTUS PURSHIANUS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,BROMUS DIANDRUS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,MADIA ELEGANS,10
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,PLAGIOBOTHRYS SPECIES,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,MADIA ELEGANS,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2010,PHLOX GRACILIS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,VULPIA MYUROS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,ERODIUM CICUTARIUM,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,BROMUS HORDEACEUS,40
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2004,MADIA ELEGANS,15
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2007,GALIUM APARINE,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2010,CLARKIA PURPUREA,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2010,ERODIUM CICUTARIUM,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,LUPINUS NANUS,35
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,PHLOX GRACILIS,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,PHLOX GRACILIS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,AVENA BARBATA,15
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,BROMUS DIANDRUS,3
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,HYPOCHAERIS GLABRA,12
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2007,BROMUS HORDEACEUS,80
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2008,PHLOX GRACILIS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2004,BROMUS HORDEACEUS,100
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,TRIFOLIUM GRACILENTUM,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2004,BROMUS HORDEACEUS,100
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2007,PLAGIOBOTHRYS SPECIES,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,CERASTIUM GLOMERATUM,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2004,VULPIA MYUROS,25
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,ERODIUM CICUTARIUM,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,CLARKIA PURPUREA,15
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2004,LUPINUS NANUS,20
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,CLARKIA PURPUREA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,HYPOCHAERIS GLABRA,7
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,AVENA BARBATA,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,CLARKIA PURPUREA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2010,MADIA MADIOIDES,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2010,GALIUM APARINE,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,TORILIS NODOSA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,HYPOCHAERIS GLABRA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,EREMOCARPUS SETIGERUS,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,CLARKIA PURPUREA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2008,BROMUS HORDEACEUS,65
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2007,ERODIUM CICUTARIUM,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,MADIA ELEGANS,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,GALIUM APARINE,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2010,TRIFOLIUM GRACILENTUM,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,AVENA BARBATA,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2008,MADIA MADIOIDES,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,BROMUS DIANDRUS,20
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,BROMUS DIANDRUS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,LUPINUS NANUS,25
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,LUPINUS NANUS,25
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,GALIUM APARINE,20
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2004,CLARKIA PURPUREA,40
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,GALIUM APARINE,7
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2004,BROMUS DIANDRUS,10
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,BROMUS DIANDRUS,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,PLAGIOBOTHRYS SPECIES,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,HYPOCHAERIS GLABRA,20
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,CLAYTONIA PERFOLIATA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,ERODIUM CICUTARIUM,15
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,GALIUM APARINE,3
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2010,LUPINUS NANUS,10
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,CERASTIUM GLOMERATUM,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,MADIA MADIOIDES,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2008,HYPOCHAERIS GLABRA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,AIRA CARYOPHYLLEA,10
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,ERODIUM CICUTARIUM,10
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,EREMOCARPUS SETIGERUS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2007,AIRA CARYOPHYLLEA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,THYSANOCARPUS CURVIPES,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,GALIUM APARINE,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2007,PHLOX GRACILIS,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,VULPIA MYUROS,5
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,PHLOX GRACILIS,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2010,EREMOCARPUS SETIGERUS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2004,CLARKIA PURPUREA,50
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2007,BROMUS DIANDRUS,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,GALIUM APARINE,40
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2006,AVENA BARBATA,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2007,CLARKIA PURPUREA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,TRIFOLIUM GRACILENTUM,2
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2008,PLAGIOBOTHRYS SPECIES,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2009,PLECTRITIS CONGESTA,1
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2004,BROMUS DIANDRUS,20
38,HASTINGS ,B ,CORRAL ,13,0,0,0,0,CONTROL ,CONTROL ,1,2005,MADIA MADIOIDES,2
